,storeid,state,type,type_dummy,associates_poh_pre,associates_poh_post,open_time_pre,population_post_dummy,competition_dummy,hours_open_post_dummy,associates_poh_post_dummy,open_time_post,close_time_pre,close_time_post,hours_open_pre,hours_open_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post,24_12,24_13,24_14,26_12,26_13,26_14,28_12,28_13,28_14
301,302,DE,Strip Mall,0,24,28,7,0,0,0,0,7,21,21,14,14,270,55,5177,7557,6362,7640,5738,8414,7157,5914,7238,6635,6950,6692,5979,7699,5576,6303,7787,6789,5983,7300,5899,7313,6900,6557,5426,7717,7857,6389,6748,8213,7043,8089,6701,6194,7120,5804,6838,7135,6361,7454,6393,8404,6777,7567,8562,8435,8892,6619,7743,11101,10333,10700,8022,7467,8147,7166,8084,8535,7113,6326,8082,8027,8050,7752,8703,7893,7324,7408,8471,10435,7332,8294,8423,8643,9652,6362,5997,7175,7858,7582,9005,7356,7876,7404,9453,9084,9283,7313,9249,7531,7742,8760,8584,9168,9436,9258,9495,10278,11638,8490,7954,11559,11516,10298,7244,7707,6338,8397,8814,11183,7077,9197,9673,8824,7759,8035,7141,7121,9500,7843,10268,7317.661537999999,8548.214286,8776.058157433066,9149.762944033066,9523.467730633069,8937.074233757066,9310.779020357068,9684.483806957067,9098.090310081066,9471.795096681066,9845.499883281065
302,303,NV,Standalone,1,24,24,7,5,0,14,24,7,21,21,14,14,5,0,17725,15351,17170,16202,18421,18672,15247,19310,16122,15025,20815,17194,17192,19224,16662,16448,18886,21715,14816,21514,14355,20319,15185,17974,15182,22609,14563,18317,15927,17798,16251,15643,18990,15995,20975,18482,19570,19797,17230,17694,17291,22197,22124,19598,21755,19636,29475,17771,23591,22415,27753,25723,19050,20751,18800,21695,20973,20362,15515,19712,17176,21423,21131,23767,17336,21846,20203,23473,21922,24459,18718,18140,21290,21572,17929,20853,21887,25460,23141,18384,20436,15866,24106,21283,16411,17485,22752,23809,22432,16586,21516,17591,18629,20224,19457,18859,19857,21302,30906,20855,27008,24445,38355,24915,20459,20587,22737,25717,23693,22579,23815,17154,23957,17434,18196,19066,18408,24504,23710,25459,20145,18978.26154,21642.53571,23391.92184108794,23765.62662768794,24139.33141428794,23552.93791741194,23926.642704011945,24300.347490611945,23713.953993735944,24087.658780335943,24461.363566935943
303,304,DE,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,73,40,8496,11590,9005,9499,8883,12197,10385,8746,12290,9456,11885,13498,12093,12311,12045,11058,12436,10604,9952,11631,9594,9812,9285,9968,11427,14386,12556,11566,11540,11369,12357,12561,12178,13943,14033,9758,13666,10219,9618,13456,11435,11703,12337,11157,10085,12112,13906,10033,11126,19022,17246,14883,9720,11497,9434,12589,13348,14657,10615,12493,10720,10971,10407,12847,12252,12086,11019,9729,10915,11510,10054,11619,11561,12507,11211,12897,13038,15142,11911,14252,12506,11724,12348,12756,11843,15459,14884,12145,10088,14121,11775,13601,12012,14555,13053,13329,15194,11835,15515,14285,12415,17253,16698,17234,14245,14396,11170,13594,11189,16417,13656,14094,13031,12393,11136,16048,14500,15743,13881,14324,12611,11660.72308,13187.625,13945.509926480152,14319.214713080151,14692.91949968015,14106.52600280415,14480.230789404153,14853.935576004153,14267.542079128152,14641.246865728152,15014.95165232815
304,305,OH,Standalone,1,24,24,7,337,8,14,24,7,21,21,14,14,337,8,7676,9114,7813,9911,10598,9323,9399,7825,8008,8180,10482,11338,8592,10441,8936,8845,8326,9769,10788,9331,7490,10443,9181,10121,8609,11078,10044,10086,10879,7750,8445,9399,9197,11116,10746,7838,9890,11596,8356,8939,10319,9240,9504,9932,12543,13012,15184,8339,9669,14660,13074,13128,10005,9822,7553,10916,8393,11831,11967,9305,9377,8512,11407,9237,10336,8583,11846,11777,11520,9996,8507,11115,9329,11888,9526,10522,10402,12084,11531,11591,9133,10584,8641,11863,10636,8950,9146,12566,12472,9944,12925,9653,12392,12731,9544,12590,10796,13785,11953,9179,12832,18401,15933,15298,10715,9519,11257,11722,12300,12676,13063,12712,13100,9288,11628,10247,9877,12477,11735,12725,11107,9894.815385,11398.42857,12043.73124867748,12417.43603527748,12791.14082187748,12204.74732500148,12578.452111601478,12952.156898201481,12365.763401325477,12739.46818792548,13113.17297452548
305,306,ID,Standalone,1,24,24,7,216,5,14,24,7,21,21,14,14,216,5,15636,15234,12323,19074,14778,19683,16763,12715,18163,16430,18486,20167,14474,13037,13812,18915,18728,15496,15011,16380,17949,13855,15625,16848,15953,19077,14063,17509,16931,15238,18570,13484,15125,17701,15648,19323,17445,14376,14019,15518,16692,20376,15610,15527,19446,16840,21519,17304,22304,23461,21086,20400,18752,18891,17134,15200,19088,23213,20584,19014,19439,18509,19743,16947,16095,15949,15702,15759,15507,18901,17540,20118,17363,20356,18361,13391,18673,16976,13919,16714,20073,16013,20514,21629,18874,18535,20623,20040,14738,18874,20076,20280,15597,17000,22247,21698,17264,24742,20790,22356,23119,31540,26808,25920,20791,17441,17271,22379,18423,21233,19570,21457,19027,16843,17200,22042,22191,20899,15943,16821,18302,17272.86154,19328.78571,20828.58625252294,21202.291039122938,21575.995825722937,20989.602328846937,21363.307115446936,21737.011902046936,21150.618405170935,21524.32319177094,21898.02797837094
306,307,MS,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,139,57,11837,14032,13747,13181,14312,15768,17112,14553,15117,13413,12725,17062,17821,16496,12880,17484,14465,16237,17568,16961,13474,17124,17856,14812,17258,15353,17573,15156,16936,13635,17041,18753,15227,19048,15244,17631,14488,16123,17576,17213,15933,13353,19086,19327,20082,18156,25433,16164,20134,24847,27914,19736,14531,15189,14298,18253,14285,22589,19399,17170,13485,17808,14229,17979,14804,19265,17656,17564,17561,21637,16285,18402,14175,16511,16448,13679,18472,16876,14746,14990,15379,16942,14266,19532,20207,20438,21468,19818,16553,18248,19697,15576,16805,14843,15000,21313,17917,17811,27991,17865,19939,24977,29702,18929,14709,17414,13992,20097,16244,25091,15213,20241,21416,15082,18835,22785,17248,16814,16803,15323,19190,16684.24615,18249.64286,19518.535261548648,19892.240048148647,20265.944834748647,19679.551337872646,20053.256124472646,20426.960911072645,19840.567414196645,20214.272200796644,20587.976987396643
307,308,IL,Standalone,1,24,26,7,32,6,13,26,7,21,20,14,13,32,6,14236,14169,9908,12394,10677,17564,11983,14151,15302,13973,11609,15344,14832,15186,12717,15067,11513,12934,13007,12170,11712,12649,11920,10340,13735,11942,11497,11257,14691,12885,13776,13997,13568,14560,13862,16003,13742,11760,13554,12110,13278,14346,15358,13036,17596,16555,16418,17429,15770,21154,25223,19452,13063,15629,13378,17074,16342,18027,14812,16632,17506,15727,13749,15082,13285,16274,15382,15735,14561,17973,12942,13591,13679,14228,17584,15661,14791,18475,14896,12981,13757,16990,13098,12706,18126,18112,12801,18176,12742,17722,16651,13730,15452,16487,15520,18300,18509,16102,24130,18731,16935,21424,22861,23091,14472,13941,12743,13484,17038,17898,15991,14008,17013,14741,19334,13920,18165,19164,14886,14013,18293,14372.569230000001,16250.178569999998,17418.269576484978,17791.974363084977,18165.679149684976,17579.285652808976,17952.990439408975,18326.695226008982,17740.301729132974,18114.00651573298,18487.71130233298
308,309,MA,Standalone,1,24,24,7,16,13,14,24,7,21,21,14,14,16,13,5691,6017,6377,5928,7266,8200,5319,5379,5641,5865,5963,6553,6731,5996,6451,5370,6412,8551,5464,6832,6044,6832,6937,7344,5071,6776,5361,7102,5439,6940,6257,6027,7978,8292,7344,6897,7748,5814,8341,5674,7910,6125,5839,7774,8407,6568,11001,6422,6385,11664,11341,9460,7381,6337,6158,7341,5642,8777,7709,8380,8468,7815,8452,6593,6304,6751,6148,7850,8391,6607,7032,7166,7759,5690,7039,7749,5968,6270,6674,6620,7847,7297,8261,6316,8538,8334,7608,8374,6743,6127,6813,7012,9276,8816,9161,8827,8368,9657,9561,6406,7220,10250,9951,10310,6915,6672,6139,8154,7868,7797,7481,7913,7951,7082,9569,8584,6799,7758,9261,8654,6917,6991.953845999999,7719.660714,7968.331668902285,8342.036455502286,8715.741242102287,8129.347745226287,8503.052531826286,8876.757318426286,8290.363821550285,8664.068608150286,9037.773394750286
309,310,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,45,40,10618,8164,10877,9200,8695,13475,10829,12359,9624,10971,10617,10852,11413,10798,10692,10105,10908,9604,10968,9700,9571,10297,9474,10769,9409,11530,9293,10101,11337,9953,8982,10828,10917,9124,11801,12461,11483,10630,10882,10155,9326,9919,10411,9444,11261,14286,16080,11485,13819,14410,14468,12898,8929,10077,11033,9392,12108,13623,10651,11291,12562,10879,11970,13818,9736,13117,13645,10289,10720,12342,10679,11410,12224,11229,13033,10523,9730,13984,10747,10332,11245,13036,11540,13743,11504,14548,13074,10961,14047,11838,11196,9994,11566,10110,11622,10344,13922,13150,15921,14594,14947,20159,19881,15027,13660,13985,9991,12268,12065,16197,9954,14749,14202,13605,12843,12448,12773,14763,14971,13831,11683,10974.49231,12785.01786,13499.532054233094,13873.236840833093,14246.941627433092,13660.548130557092,14034.252917157095,14407.957703757094,13821.564206881094,14195.268993481093,14568.973780081093
310,311,NM,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,26,10,6281,6499,6668,6615,7459,6574,5488,6212,5885,5760,6551,7856,7234,6938,7778,6638,6482,7036,6615,6663,5161,6064,7563,5259,5474,7912,6944,6416,7346,7098,6354,5722,5933,7942,7340,6037,7988,6035,8559,7516,7486,7969,6915,8278,6591,9273,10892,7714,7150,9803,10259,8863,5763,5494,6319,6696,6802,9760,6956,6827,6239,7448,7567,7022,7950,7352,5935,6714,6442,6710,8009,7700,8256,7425,7481,5859,5874,6704,7495,5845,8296,7144,7313,7158,6583,7539,7837,8091,8260,9041,6358,6825,9408,8979,7872,7140,9749,9248,11428,7846,9775,10662,9550,9665,7280,6686,7129,8616,6334,10965,6680,6916,7181,7139,6866,7612,8377,8066,9217,9383,7665,7075.861537999999,7815.714286,8055.435638819066,8429.140425419066,8802.845212019065,8216.451715143065,8590.156501743066,8963.861288343067,8377.467791467065,8751.172578067066,9124.877364667065
311,312,NY,Standalone,1,24,28,7,16,0,12,28,7,21,19,14,12,16,0,6454,7177,6632,6191,5894,7748,5894,7467,6031,5307,6806,7344,7092,6978,5355,5551,6595,5959,5721,7389,7296,6979,8386,5279,5683,5865,7651,6632,6423,5678,7973,5799,6803,7335,7402,7131,7593,8197,6897,7255,7362,6241,6001,7123,8032,6527,7741,6167,8235,11348,12227,9480,6178,5798,5697,7652,7670,7853,6403,7376,7718,6554,6268,8507,8430,5791,6710,7591,6427,6777,7759,6527,6321,7860,8075,6825,6226,7374,7122,6581,7939,6886,7503,8361,8231,6261,9001,7607,6334,7069,8514,7675,6554,6609,9319,6738,8388,8649,9639,8199,8405,8969,9466,10284,7196,7740,8358,9384,6749,9231,9251,9229,7645,9293,7025,8375,7603,6495,6816,8795,7073,7022.0,7729.0,7979.5547097468025,8353.259496346802,8726.964282946801,8140.570786070801,8514.275572670802,8887.980359270803,8301.5868623948,8675.291648994802,9048.996435594801
312,313,VA,Standalone,1,24,24,7,94,36,14,24,7,21,21,14,14,94,36,14289,12345,12319,15861,11656,19756,11267,12718,14235,13568,12984,13988,13920,12254,13771,13162,15995,17832,14315,11312,11712,14903,15327,11675,11618,13218,12203,15763,11392,15214,11894,12910,11857,16829,15434,14717,14169,12786,14597,17406,12613,14824,16095,17102,15878,16138,16547,17921,16891,21468,26234,16598,15528,13130,16148,14674,15231,14798,16878,15409,14740,12121,15977,16304,17675,17386,16853,17218,18024,18187,15992,14531,13760,17294,14875,13064,15894,14088,16928,17628,14845,17480,16365,18242,17434,19123,19220,14907,16559,12917,17556,14081,19320,14121,13462,19224,14111,16383,23524,13377,20740,23765,27525,23779,17165,13659,15519,14590,15784,18063,15354,17511,14727,17010,18651,19602,16762,17680,18892,13900,18726,14770.661540000001,17024.58929,18274.078034294413,18647.782820894412,19021.48760749441,18435.09411061841,18808.79889721841,19182.503683818417,18596.11018694241,18969.814973542416,19343.519760142415
313,314,DC,Standalone,1,24,24,7,6,1,14,24,7,21,21,14,14,6,1,11257,13652,11195,13836,11264,15067,11751,11463,14382,14235,15894,11617,12378,12367,13245,11235,15714,14648,11205,15456,12052,15139,11936,13604,14422,12467,12871,14253,11529,11742,14364,13621,12098,11935,12396,15006,14305,16307,14118,14853,16339,16310,11653,14387,15715,14653,15885,16038,13831,23064,24476,20384,12946,14393,10591,14640,12455,19083,14372,15615,14580,14125,14875,13174,14026,14165,12560,14889,17232,16531,12078,15079,13781,14838,13698,13595,15649,17418,16419,15290,13340,11912,17521,16851,16361,14366,15731,16952,17282,14137,17499,15375,16128,16011,18564,15981,17708,16358,21548,18654,19694,20270,19066,16259,14760,11966,12270,15756,13404,18089,12574,15927,12683,12586,17155,17176,18578,12711,17949,18499,18016,14130.6,15837.303569999998,16961.25531254703,17334.96009914703,17708.664885747028,17122.271388871028,17495.976175471027,17869.680962071026,17283.287465195026,17656.992251795025,18030.697038395025
314,315,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,289,7,9226,10685,8357,9688,8434,14016,11794,11847,10726,12165,9961,10167,8455,10638,10085,9885,11247,10566,8578,9526,10950,11832,11962,9115,11110,10253,10100,9963,10621,10424,12296,12103,11605,13265,12193,9458,11013,12180,9641,10487,10906,11953,13176,11129,9698,12372,16330,12795,10570,13553,18984,14856,12190,12492,10403,10545,9409,13448,13615,13249,10113,12459,11947,11349,11821,9457,11435,10487,9882,15210,12395,11479,13086,9287,13905,12779,10394,12368,9399,10469,9983,13520,13535,10327,13392,12983,12789,14243,14181,9647,14468,12159,14530,13761,12870,13850,12912,13533,15024,12006,11473,17633,18259,14724,13167,13206,11848,13336,14236,12377,11716,14350,10142,10727,12294,13851,13326,14173,10323,13689,10695,11322.75385,12630.17857,13394.58901813218,13768.293804732179,14141.998591332182,13555.605094456181,13929.30988105618,14303.01466765618,13716.62117078018,14090.325957380182,14464.030743980182
315,316,NC,Standalone,1,24,24,7,475,71,14,24,7,21,21,14,14,475,71,14432,17672,16787,20227,14227,25571,19701,18831,18004,16303,20720,19150,16446,16849,17011,16200,19885,23055,19109,20815,15087,17770,20588,20511,14537,21030,20414,19550,14821,20550,16195,22062,21986,18855,21040,16586,18759,22213,20463,22855,16449,17181,23064,21878,17813,20390,21740,16170,21547,28833,27314,21343,15041,15442,18910,23460,19676,26330,21832,18350,17756,23358,23702,18696,15928,17146,23209,17081,20820,22894,16084,19774,22525,16195,17096,16239,17996,25495,22343,18467,18889,16072,21916,22790,20332,23449,21674,17422,17703,16864,18287,24139,21288,21859,24997,25572,20163,26340,30793,21167,25020,26199,37017,22853,16255,21237,22395,19498,20293,24541,22923,25344,19424,18549,25697,22361,25556,24344,17746,23290,25813,19524.15385,21632.76786,23376.30825246169,23750.013039061698,24123.717825661697,23537.324328785697,23911.029115385696,24284.733901985695,23698.340405109695,24072.045191709694,24445.749978309694
316,317,CA,Standalone,1,24,24,7,172,33,14,24,7,21,21,14,14,172,33,9938,11565,10665,12961,13934,15473,11800,10543,13326,12277,12701,15849,11208,12153,13158,10337,11122,13149,11237,14769,9835,10266,11402,13919,12037,13494,14320,14148,11874,13179,13032,10766,14836,15902,13876,13394,10990,11155,14376,10889,15948,14485,13545,11728,16050,15317,17840,11496,14190,17701,17453,16246,10674,11333,11516,13682,13615,18167,12320,15477,14836,12299,11421,12855,13313,15610,16428,15325,13750,15438,10677,14480,12203,12266,12320,11202,14162,16987,14512,10893,13221,16047,11873,13379,16893,15243,16687,14436,14882,17066,17350,16345,13616,12416,12655,13436,17953,14536,19363,17191,15624,23907,25150,17062,12365,15151,12524,18023,12092,16244,16418,14956,14445,17600,15927,17377,14984,12714,17877,15349,16774,13159.41538,15239.35714,16296.73483375506,16670.439620355057,17044.144406955056,16457.750910079056,16831.455696679062,17205.16048327906,16618.76698640306,16992.47177300306,17366.17655960306
317,318,OH,Standalone,1,24,24,7,10,6,14,24,7,21,21,14,14,10,6,5092,3653,4426,5745,5333,6258,4301,4832,4524,5239,5196,5614,3930,4334,5186,4656,4476,4611,5094,4959,4859,4358,4541,4140,4404,4722,4092,4408,5019,4499,4825,4963,4349,5501,4101,5289,5256,5594,5152,4873,5967,5469,5311,5430,5080,6539,6253,6262,4710,7849,7891,7510,4319,5280,4554,6184,4021,6613,5399,4266,5193,5430,6221,4706,5244,4551,5542,5630,5465,6975,5531,5897,4986,5822,5534,4321,5579,6206,6148,5499,4386,5110,4847,4962,5298,6194,5856,6229,5275,5084,4779,5213,5671,4577,5137,6563,5763,6302,8543,6568,6984,8832,10196,8322,5335,4661,6070,6357,5252,6843,5358,6480,4659,6254,5772,5132,6617,5490,4588,4663,6687,5140.076923,5832.053571,5877.855216575956,6251.560003175955,6625.264789775954,6038.871292899954,6412.576079499955,6786.280866099956,6199.887369223954,6573.592155823955,6947.2969424239545
318,319,NM,Standalone,1,24,24,7,9,2,14,24,7,21,21,14,14,9,2,14597,16447,14377,15518,14187,20465,13973,12349,17367,12428,17828,14566,16423,15372,17243,15484,12981,17844,12319,13940,13796,13212,17491,16656,12010,15705,15927,14956,12954,16703,12532,17861,15187,14020,13961,15526,16009,13325,15800,18660,15366,13283,15498,13127,18856,16426,22902,14793,19419,18480,23308,18446,16667,17965,12930,14165,17132,23254,18068,17094,14679,17492,19375,17126,15668,14564,17690,14815,19550,16418,17830,15097,18586,18885,18055,16029,16447,16014,18862,16727,15979,15085,18746,13838,18934,14939,14927,18794,18397,17042,14438,18508,17880,14290,17100,16314,15499,18869,26623,21383,17010,24333,30175,20417,13790,14857,18075,18585,16955,21621,15637,20431,18342,16311,19430,18911,18447,18041,19690,16504,15369,15992.58462,17787.23214,19121.17183322821,19494.87661982821,19868.58140642821,19282.18790955221,19655.89269615221,20029.597482752208,19443.203985876207,19816.908772476214,20190.613559076213
319,320,NY,Standalone,1,24,24,7,470,55,14,24,7,21,21,14,14,470,55,9115,7621,9196,8026,8525,8641,10241,9378,7893,9138,9880,9284,7357,10391,7937,7890,8965,8015,9867,9510,10193,9222,10583,7374,7115,10306,7535,9742,10494,8191,8579,8890,7552,9474,11261,8525,9363,10285,8340,8541,9076,8315,9411,9773,9400,9471,12693,9716,10023,12924,14147,11707,8835,10754,9570,10262,9192,12294,10558,9737,11666,10541,12011,8780,9213,9778,11018,10259,8171,9304,10213,9274,9143,10069,9799,8152,9607,9348,9950,8857,10847,8187,9589,10268,11661,10876,12721,8640,10834,10598,12145,11069,11792,12800,12348,9945,9183,14056,13160,12242,10020,17253,14129,14958,10791,10353,9845,12754,10341,10390,10361,10787,10687,12427,9848,11075,12340,8650,8758,9150,12294,9515.446154000001,10769.89286,11344.313557704443,11718.018344304443,12091.723130904442,11505.329634028441,11879.03442062844,12252.739207228444,11666.34571035244,12040.050496952443,12413.755283552442
320,321,VA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,7,3,4676,4839,5885,5446,5354,6788,5283,6143,4789,5101,6593,6622,5444,6336,5648,6109,6227,5799,4590,6023,6138,6198,7118,5090,6162,5055,5858,6636,6236,5364,5661,5753,5886,7038,5108,6690,5365,5017,5465,7130,6289,6336,5059,5541,5820,7500,7957,6130,7117,9743,8982,8159,5873,6181,6336,7339,6001,6575,6474,6265,6550,5100,5236,5638,5025,5251,5581,5717,6325,5929,5456,6462,6993,5926,7898,6642,6090,6186,6864,6204,6123,7110,6333,7328,6265,5705,7558,7108,6817,5955,5852,5974,5469,6512,5987,5946,6524,6694,7721,7601,6808,8077,9831,6809,6623,5569,6266,7751,6122,9599,6492,5485,7403,6622,7300,7421,6124,6811,6801,7571,6376,6090.6,6642.267857,6769.7022875656185,7143.40707416562,7517.111860765619,6930.718363889619,7304.423150489618,7678.127937089619,7091.734440213617,7465.43922681362,7839.144013413619
321,322,TX,Standalone,1,24,24,7,340,23,14,24,7,21,21,14,14,340,23,12327,10237,10229,15628,14247,16475,14125,13640,13796,11854,11854,10997,13638,15190,12768,14554,14399,17019,13149,14007,11426,12247,12446,11183,9862,12553,12638,14336,13416,11123,12159,13440,14888,11313,11345,15564,15607,14146,11456,12498,14228,14055,15056,12313,15567,16117,16868,12406,12946,16312,21642,14678,10761,13470,14795,17055,12120,17689,14492,13779,14950,12150,15785,15825,12313,15982,16975,13562,11758,14419,15739,16173,16567,14937,12092,15170,14007,12687,11894,13280,14259,13033,12638,14607,13103,17231,12409,12873,16893,16646,15721,17532,14201,13483,16757,14964,14538,17731,24146,15235,17761,23591,22643,20126,13421,13950,14558,13346,17039,19329,17965,14338,13554,16882,13130,19184,16891,17764,15950,17082,18043,13710.01538,15710.51786,16819.326340486594,17193.031127086593,17566.735913686593,16980.342416810592,17354.0472034106,17727.751990010598,17141.358493134598,17515.063279734597,17888.768066334596
322,323,PA,Strip Mall,0,24,26,7,0,0,0,0,7,21,20,14,13,110,24,15353,15081,17107,17070,18541,20527,14480,18552,17118,18129,14170,15631,16630,15350,14674,17076,14731,18719,13724,18995,16653,17303,16339,13232,14674,14365,18739,16368,13467,17974,17655,20120,15011,17576,19708,18765,14747,15954,16627,18086,19415,15355,21409,20346,16395,21124,24892,18002,20347,26842,29905,20561,19451,14129,16254,16503,15944,21055,19260,20893,18610,15157,17383,18177,20949,16701,15274,18869,21209,22722,18436,17393,19974,15941,20784,17370,19856,16021,15882,21116,17675,18068,19567,19799,19295,18468,18941,15787,22450,21741,19237,17266,20925,23357,16951,19841,20404,20278,25020,20476,20232,26457,25800,24879,21146,15240,17250,20109,21233,27719,18511,18147,21581,19122,16902,23694,21053,22361,22061,20677,23313,17744.29231,20010.375,21535.518007709456,21909.222794309455,22282.927580909454,21696.534084033454,22070.238870633453,22443.943657233453,21857.550160357452,22231.25494695745,22604.95973355745
323,324,CA,Standalone,1,24,24,7,17,39,12,24,7,21,19,14,12,17,39,11322,12295,10613,12558,11938,11870,10615,13009,10235,10207,12501,14036,11507,11287,10050,9828,10759,12799,9823,13791,9497,11330,10673,9948,11411,15623,12132,11163,12779,12378,11806,13687,12417,14903,12325,10611,13974,12876,15194,12178,15219,14204,15668,15782,15287,14070,14997,14390,16833,19918,22010,15262,14193,13628,11603,15903,14624,15972,15106,11360,15162,15515,13791,14184,15866,11809,13259,11569,14308,16001,14088,14676,10873,13420,11463,12532,10502,15915,14537,10847,11843,10908,12589,10700,15172,14131,11845,15190,12456,11542,12796,12935,15708,13061,14023,13511,13103,13805,15026,12996,14423,19554,23964,18200,12094,11247,14618,13530,15424,16219,11080,14827,16064,13306,16378,13736,12401,13553,11411,15218,15571,13207.61538,13784.946430000002,14685.243085913675,15058.947872513674,15432.652659113677,14846.259162237677,15219.963948837676,15593.668735437675,15007.275238561675,15380.980025161674,15754.684811761674
