storeid,state,type,associates_poh_pre,open_time_pre,open_time_post,close_time_pre,close_time_post,hours_open_pre,associates_poh_post,hours_open_post,Predicted avg_post,avg_pre,avg_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,change,Desirability
316,NC,Standalone,24,7,7,21,21,14,24,14,408239.7346,342463.0769,409502.8571,475,71,240620,305420,287720,356520,236520,463400,346000,328600,312060,278040,366380,334980,280900,288960,292200,275980,349680,413080,334160,368280,253720,307380,363740,362200,242720,372580,360260,342980,248400,362980,275880,393220,391700,329080,372780,283700,327160,396240,361240,409080,280960,295600,413260,389540,308240,359780,386780,275380,382920,528640,498260,378840,252800,260820,330180,421180,345500,478580,388620,318980,307100,419140,426020,325900,270540,294900,416160,293600,368380,409860,273660,347460,402480,275880,293900,276760,311900,461880,398840,321320,329760,273420,390300,407780,358620,420960,385460,300420,306040,289260,317720,434760,425760,437180,499940,511440,403260,526800,615860,423340,500400,523980,740340,457060,325100,424740,447900,389960,405860,490820,458460,506880,388480,370980,513940,447220,511120,486880,354920,465800,516260,8060,0.710893642
317,CA,Standalone,24,7,7,21,21,14,24,14,271451.17433,215168.3077,281634.6429,172,33,150740,183280,165280,211200,230660,261440,187980,162840,218500,197520,206000,268960,176140,195040,215140,158720,174420,214960,176720,247360,148680,157300,180020,230360,192720,221860,238380,234940,189460,215560,212620,167300,248700,270020,229500,219860,171780,175080,239500,169760,270940,241680,222880,186540,272980,258320,308780,181900,235780,306000,301040,276900,165460,178640,182300,225620,224280,315320,198380,261520,248700,197960,180400,209080,218240,264180,280540,258480,226980,260740,165520,241580,196040,197300,198380,176020,235220,291720,242220,169840,216400,272920,189440,219560,289840,256840,285720,240700,249620,293300,298980,278880,272320,248320,253100,268720,359060,290720,387260,343820,312480,478140,503000,341240,247300,303020,250480,360460,241840,324880,328360,299120,288900,352000,318540,347540,299680,254280,357540,306980,335480,18900,0.488701477
318,OH,Standalone,24,7,7,21,21,14,24,14,94706.356883,54781.53846,93488.57143,10,6,53820,25040,40500,66880,58640,77140,38000,48620,42460,56760,55900,64260,30580,38660,55700,45100,41500,44200,53860,51160,49160,39140,42800,34780,40060,46420,33820,40140,52360,41960,48480,51240,38960,62000,34000,57760,57100,63860,55020,49440,71320,61360,58200,60580,53580,82760,77040,77220,46180,108960,109800,102180,38360,57580,43060,75660,32400,84240,59960,37300,55840,60580,76400,46100,56860,43000,62820,64580,61280,91480,62600,69920,51700,68420,62660,38400,63560,76100,74940,61960,39700,54180,48920,51220,57940,75860,69100,76560,57480,53660,47560,56240,113420,91540,102740,131260,115260,126040,170860,131360,139680,176640,203920,166440,106700,93220,121400,127140,105040,136860,107160,129600,93180,125080,115440,102640,132340,109800,91760,93260,133740,8080,0.149208047
319,NM,Standalone,24,7,7,21,21,14,24,14,336950.00569,271831.6923,332592.1429,9,2,243920,280920,239520,262340,235720,361280,231440,198960,299320,200540,308540,243300,280440,259420,296840,261660,211600,308860,198360,230780,227900,216220,301800,285100,192180,266080,270520,251100,211060,286040,202620,309200,255720,232380,231200,262500,272160,218480,267980,325180,259300,217640,261940,214520,329100,280500,410020,247840,340360,321580,418140,320900,285320,311280,210580,235280,294620,417060,313340,293860,245560,301820,339480,294500,265340,243260,305780,248280,342980,280340,308580,253920,323700,329680,313080,272560,280920,272260,329220,286520,271560,253680,326900,228740,330660,250760,250520,327860,319920,292820,240740,322140,357600,285800,342000,326280,309980,377380,532460,427660,340200,486660,603500,408340,275800,297140,361500,371700,339100,432420,312740,408620,366840,326220,388600,378220,368940,360820,393800,330080,307380,-21020,0.639473066
320,NY,Standalone,24,7,7,21,21,14,24,14,191080.73476,142288.9231,192245.3571,470,55,134280,104400,135900,112500,122480,124800,156800,139540,109840,134740,149580,137660,99120,159800,110720,109780,131280,112280,149320,142180,155840,136420,163640,99460,94280,158100,102680,146820,161860,115800,123560,129780,103020,141460,177200,122480,139240,157680,118780,122800,133500,118280,140200,147440,139980,141400,205840,146300,152440,210460,234920,186120,128680,167060,143380,157220,135820,197860,163140,146720,185300,162800,192200,127580,136240,147540,172340,157160,115400,138060,156240,137460,134840,153360,147960,115020,144120,138940,150980,129120,168920,115720,143760,157340,185200,169500,206400,124780,168660,163940,194880,173360,235840,256000,246960,198900,183660,281120,263200,244840,200400,345060,282580,299160,215820,207060,196900,255080,206820,207800,207220,215740,213740,248540,196960,221500,246800,173000,175160,183000,245880,60680,0.409853494
321,VA,Strip Mall,24,7,7,21,21,14,24,14,114294.35195,73792,109692.8571,7,3,45500,48760,69680,60900,59060,87740,57640,74840,47760,54000,83840,84420,60860,78700,64940,74160,76520,67960,43780,72440,74740,75940,94340,53780,75220,53080,69140,84700,76700,59260,65200,67040,69700,92740,54140,85780,59280,52320,61280,94580,77760,78700,53160,62800,68380,101980,111120,74580,94320,146840,131620,115160,69440,75600,78700,98760,72000,83480,81460,77280,82980,53980,56700,64740,52480,57000,63600,66320,78480,70560,61100,81220,91840,70500,109940,84820,73780,75700,89260,76060,74440,94180,78640,98540,77280,66080,103140,94140,88320,71080,69020,71460,109380,130240,119740,118920,130480,133880,154420,152020,136160,161540,196620,136180,132460,111380,125320,155020,122440,191980,129840,109700,148060,132440,146000,148420,122480,136220,136020,151420,127520,17840,0.23464744
322,TX,Standalone,24,7,7,21,21,14,24,14,287120.13858,226180.3077,291057.8571,340,23,198520,156720,156560,264540,236920,281480,234480,224780,227900,189060,189060,171920,224740,255780,207340,243060,239960,292360,214960,232120,180500,196920,200900,175640,149220,203040,204740,238700,220300,174440,195160,220780,249740,178240,178880,263260,264120,234900,181100,201940,236540,233080,253100,198240,263320,274320,289340,200100,210900,278220,384820,245540,167200,221380,247880,293080,194380,305760,241820,227560,250980,194980,267680,268480,198240,271620,291480,223220,187140,240360,266760,275440,283320,250720,193820,255380,232120,205720,189860,217580,237160,212640,204740,244120,214040,296600,200160,209440,289840,284900,266400,302620,284020,269660,335140,299280,290760,354620,482920,304700,355220,471820,452860,402520,268420,279000,291160,266920,340780,386580,359300,286760,271080,337640,262600,383680,337820,355280,319000,341640,360860,31040,0.630746939
323,PA,Strip Mall,24,7,7,21,20,14,26,13,372227.902,308153.8462,377831.25,110,24,259040,253600,294120,293380,322800,362520,241580,323020,294340,314560,235380,264600,284580,260590,247070,295110,248210,327970,228070,333490,286650,299650,280370,218230,247070,240890,328370,280950,222930,313070,306690,355990,253810,305110,347750,328890,248530,272670,286130,315310,341890,260690,381770,360510,281490,376070,451430,313630,360530,490430,551690,364810,342610,236170,278670,283650,272470,374690,338790,371450,325790,256730,301250,317130,372570,287610,259070,330970,377770,408030,322310,301450,353070,272410,369270,300990,350710,274010,271230,375910,307090,314950,344930,349570,339490,322950,332410,269330,402590,388410,338330,298910,418500,467140,339020,396820,408080,405560,500400,409520,404640,529140,516000,497580,422920,304800,345000,402180,424660,554380,370220,362940,431620,382440,338040,473880,421060,447220,441220,413540,466260,-23990,0.642281867
324,CA,Standalone,24,7,7,21,19,14,24,12,261283.46128,221620.3077,255853.9286,17,39,178420,197880,164240,203140,190740,189380,164280,212160,156680,156120,202000,232700,182120,184580,159840,155400,174020,214820,155300,234660,148780,185440,172300,157800,187060,271300,201480,182100,214420,206400,194960,232580,207180,256900,205340,171060,238320,216360,262720,202400,263220,242920,272200,274480,264580,240240,258780,246640,295500,357200,399040,264080,242700,231400,190900,276900,251320,278280,260960,186040,262080,269140,234660,242520,276160,195020,224020,190220,245000,278860,240600,252360,176300,227240,188100,209480,168880,277140,249580,175780,195700,177000,210620,172840,262280,241460,195740,262640,207960,189680,214760,217540,314160,261220,280460,270220,262060,276100,300520,259920,288460,391080,479280,364000,241880,224940,292360,270600,308480,324380,221600,296540,321280,266120,327560,274720,248020,271060,228220,304360,311420,2460,0.46504807
325,DE,Standalone,24,7,7,21,21,14,24,14,177937.62037,130965.2308,171802.8571,143,4,122980,114300,75060,105980,94500,155360,105620,84640,88760,121520,150320,118540,132760,113780,139080,149040,101420,128240,102820,116340,125040,135200,93200,91880,122600,102900,134660,87140,138780,112040,95440,119940,93240,156980,129100,104440,136380,150740,144700,141600,154160,133000,156700,127180,166380,136960,221080,138840,141940,180580,257760,196740,106100,96580,88080,149160,135220,167160,154060,146820,141940,155860,149880,173440,100060,127760,119700,116500,104960,154640,96320,167940,125060,114440,156260,124700,106580,151260,122700,129360,124980,136640,111320,136640,146940,163160,157280,156160,136900,164840,120500,161420,171220,180940,222260,207840,227320,257940,295100,236620,181180,276840,318620,211280,152200,158720,149240,199920,188840,250880,201640,228900,174600,179180,184080,240160,175600,166380,173320,175280,199900,-18980,0.309735753
326,KY,Standalone,24,7,7,21,19,14,24,12,206562.8402,167559.6923,207377.1429,177,12,134240,128160,107540,173680,144740,219240,168560,146680,109560,120280,134200,139040,121080,138960,180060,132580,120360,222120,152540,181260,190340,163120,198620,150880,139000,198700,179920,149600,145820,124800,137860,178840,136680,165140,159040,202100,178640,140620,150480,132680,145780,214680,190020,167260,203780,195240,244440,161860,218960,269160,226420,238480,148340,162260,157360,153860,140500,171640,195420,157280,179580,168000,182360,206340,194600,152580,155840,129900,178140,233040,166940,193260,200460,159780,216180,130000,165200,179840,169980,151320,135600,161800,185960,189120,195560,207240,200880,154880,151360,176020,217300,206580,195100,233600,202300,206220,266960,244940,249260,219600,206660,271640,358900,318740,241720,173740,207800,254400,227440,254340,185540,241440,194080,210440,236760,252060,248620,198700,246520,242740,258100,17880,0.364199084
327,NJ,Strip Mall,24,7,7,21,21,14,24,14,369478.49238,304798.7692,369944.2857,153,22,305180,229460,263620,323300,318340,307440,283740,287240,309960,329820,263160,331920,311840,305560,225260,285480,284480,378660,331900,328460,212200,253620,309700,240080,218540,260340,228220,219080,275900,247100,270300,279140,251980,297300,277400,346720,265380,361840,353440,314600,362840,280600,334960,267300,331380,281700,406380,351820,347260,362020,579640,414640,256760,282900,334400,326520,252900,379640,291620,242500,340820,292660,290320,379120,333520,267340,349880,302220,385520,402000,267460,340980,258620,287420,276980,260160,337020,266740,243460,347500,349520,341700,387080,393800,253240,381460,289720,354720,351100,383640,403520,369800,361460,430600,320180,412900,421600,371740,613540,435380,509440,501220,638420,391740,405280,331860,381240,321340,406300,483280,383340,407020,316880,451260,364840,363140,366160,325940,338500,343260,466420,-6280,0.751380857
328,WA,Strip Mall,24,7,7,21,21,14,24,14,236952.60002,186090.1538,235910.7143,263,62,158560,144000,128200,155440,155300,196480,156280,169780,151800,179320,156760,215500,183440,135640,135500,148000,195880,226740,162660,175080,144140,206600,223760,163640,175140,230500,139880,171480,207580,147120,206340,203800,203700,141860,156100,203740,149920,220380,145060,148600,208660,157760,226980,185160,234960,207820,239620,217260,187780,250200,337760,223600,133120,148120,129220,238560,211920,286920,193200,233720,207280,175720,179340,185120,176360,212160,186480,185360,236460,169460,233700,200020,204580,149180,187040,191020,136240,164820,184520,239360,222660,145300,163960,207820,234560,249120,178480,229140,165780,253200,218600,214040,298560,272800,298600,281360,219680,253640,369720,294140,253480,323860,400720,291140,274800,203200,277780,264700,211600,315600,232560,301140,222140,230900,287760,286580,214420,226180,257720,236920,246240,-47800,0.356979268
329,IN,Strip Mall,24,7,7,21,21,14,24,14,387128.13222,321238.1538,377201.4286,366,17,220740,253240,280360,319000,280480,335260,309180,346160,312600,310280,359580,254500,219460,326860,346400,303600,353520,360240,258600,268000,321820,295000,244420,284220,249800,339220,295480,251640,341440,236460,241480,286800,253540,304100,341940,365500,334520,363700,307620,374220,319600,289200,262100,390720,270380,340580,398760,286380,344780,547900,558080,373020,343180,363380,319200,369140,232700,462480,341360,349100,306700,365520,340960,336560,317720,290100,262700,292360,264700,313700,284760,390460,351640,354440,369400,277060,274080,295240,370620,325700,294760,386400,255500,383280,329460,282240,290460,389880,398500,342040,332680,325320,425580,363200,379840,413800,456340,521820,631540,408280,460100,522540,532280,445160,302000,426280,357540,462460,391640,444220,426400,374640,416820,436000,373040,419460,418100,382000,417180,372540,415000,107400,0.803531262
330,KY,Strip Mall,24,7,7,21,20,14,26,13,171560.06461,132300.9231,177671.25,6,1,98320,112680,104340,110800,97680,154540,89260,113300,141920,131980,123780,107480,126080,141670,93870,124330,103090,153130,85550,139370,106330,92950,163330,119410,98910,135150,110210,119050,87510,139970,142110,100590,139510,143850,117590,160090,109730,123710,100830,130990,108470,173790,171690,103630,151630,165610,233030,128950,126250,212970,248210,185530,94510,145550,113630,122770,100110,187410,146390,124110,144050,153830,135750,175110,151590,162410,111390,166690,161530,119830,142110,170170,160770,145550,117630,122250,121790,132470,147310,118270,138410,147450,179050,153070,179710,132270,191030,119890,178890,140050,168950,151510,168420,235440,177580,207740,208840,216960,240200,198640,192720,298440,293520,263820,159100,189320,170260,226200,174480,199580,205580,196880,168880,167980,172760,206940,184500,229980,167200,233680,213500,15590,0.370102395
331,TN,Strip Mall,24,7,7,21,21,14,24,14,352657.02354,289083.6923,361528.9286,133,7,292180,249400,244180,296700,222320,293280,245120,207620,224700,306940,229540,300260,216000,220460,259620,253440,279920,272640,239760,238020,251280,306200,296860,298920,299320,313700,234560,242260,295980,259920,299900,257960,290680,238720,356940,225260,337660,263780,342660,337720,358440,296640,332220,245100,380840,320260,342760,320060,295020,494400,393560,364080,214440,280520,257540,340100,270500,412260,257600,251980,338480,266380,256040,335800,323040,316060,318860,248040,332940,393180,305960,327680,302860,241480,365380,321520,290340,320740,299340,356080,333240,312260,260100,326280,335920,300180,274880,295660,304580,315680,357680,356180,374420,410760,365640,313100,376760,348960,499720,331160,374880,583420,619860,527740,360600,366660,331300,362300,425840,439120,443340,336200,390400,355280,468720,334600,317020,425820,435380,437940,375580,4460,0.547220672
332,KS,Standalone,24,7,7,21,21,14,24,14,211919.49812,161900.3077,201081.0714,182,19,115740,127940,120960,169780,146100,155620,168480,165060,156080,142200,155600,154480,168080,169480,155780,178820,141060,174180,156360,168240,144040,119660,186900,106380,124700,134660,147820,111740,106560,170880,133600,159940,142640,119000,129220,122240,175560,146560,202740,136560,201860,136740,195640,184060,169160,221880,230100,196800,167660,273580,249680,180920,139080,118780,136000,200380,126340,248620,148560,175900,198680,163720,129840,215640,202460,192320,192860,133420,129680,158980,162860,168360,132860,198000,145340,138160,126820,144840,149380,199520,188640,148380,203000,136420,183160,136580,170820,214560,136960,169020,170240,148880,191540,219360,209060,213360,202620,281540,250740,230560,301640,318180,305540,262460,229860,219380,213600,207960,251020,239380,195840,195300,228840,241760,202540,267860,239420,275720,204280,267700,213420,1400,0.431284412
333,NJ,Standalone,24,7,7,21,19,14,24,12,364831.32008,319886.1538,358586.7857,80,51,230540,212500,232160,270420,311220,321860,248720,314120,265480,307220,239080,258600,260580,324280,278720,301340,299040,371660,255060,294900,295540,324220,317940,254980,338060,377460,286320,306680,276640,258060,302780,322760,323500,352360,257000,309920,266880,335380,346840,342860,335000,254220,390960,379000,346520,440320,368800,399900,309740,543280,483740,390300,343720,376260,336940,288860,333460,330660,394960,356160,278840,372920,340560,284960,318840,352600,298560,270100,253640,283220,349100,271700,245560,300180,302460,303020,255900,400960,349600,269900,313920,372740,271600,258440,285960,408560,289120,287560,337620,343580,369880,414360,351260,387260,458740,406800,475360,438360,490860,401460,346940,461180,525520,493280,313780,339380,369060,415260,399340,425360,310140,419720,431980,371860,366460,413920,373960,341640,397720,376560,317860,63700,0.797207864
334,NE,Standalone,24,7,7,21,19,14,28,12,209082.28056,166140,209500.7143,39,35,159620,105940,103100,176060,173320,168920,179440,119740,122340,167980,118260,169360,142360,122400,139600,135780,136600,144960,173820,132620,155980,131120,177640,149140,167560,162920,137840,151340,128220,138740,124920,167520,180420,182220,160300,195960,204820,124060,197540,143840,199560,136180,149520,167000,145940,232760,256020,149640,227840,234600,332800,222680,162140,122220,180860,201180,196980,195100,172260,142480,178660,171320,215500,175760,155780,132440,162160,198480,143940,156040,152840,165740,204880,186480,161900,132500,148340,220720,128420,192240,204580,127520,196360,158240,138700,193040,172060,142440,162480,224260,143340,166020,273840,207560,259760,263320,229920,227140,324960,236940,243020,270420,309980,272260,224360,180180,201180,228840,247980,335700,219800,224200,245120,205640,276300,295020,219420,205840,263780,256560,266840,-19960,0.328309536
