storeid,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post
316,288640,353440,335740,404540,284540,511420,394020,376620,360080,326060,414400,383000,328920,336980,340220,324000,397700,461100,382180,416300,301740,355400,411760,410220,290740,420600,408280,391000,296420,411000,323900,441240,439720,377100,420800,331720,375180,444260,409260,457100,328980,343620,461280,437560,356260,407800,434800,323400,430940,576660,546280,426860,300820,308840,378200,469200,393520,526600,436640,367000,355120,467160,474040,373920,318560,342920,464180,341620,416400,457880,321680,395480,450500,323900,341920,324780,359920,509900,446860,369340,377780,321440,438320,455800,406640,468980,433480,348440,354060,337280,365740,482780,425760,437180,499940,511440,403260,526800,615860,423340,500400,523980,740340,457060,325100,424740,447900,389960,405860,490820,458460,506880,388480,370980,513940,447220,511120,486880,354920,465800,516260,362492,349725
317,198760,231300,213300,259220,278680,309460,236000,210860,266520,245540,254020,316980,224160,243060,263160,206740,222440,262980,224740,295380,196700,205320,228040,278380,240740,269880,286400,282960,237480,263580,260640,215320,296720,318040,277520,267880,219800,223100,287520,217780,318960,289700,270900,234560,321000,306340,356800,229920,283800,354020,349060,324920,213480,226660,230320,273640,272300,363340,246400,309540,296720,245980,228420,257100,266260,312200,328560,306500,275000,308760,213540,289600,244060,245320,246400,224040,283240,339740,290240,217860,264420,320940,237460,267580,337860,304860,333740,288720,297640,341320,347000,326900,272320,248320,253100,268720,359060,290720,387260,343820,312480,478140,503000,341240,247300,303020,250480,360460,241840,324880,328360,299120,288900,352000,318540,347540,299680,254280,357540,306980,335480,261444,233850
318,101840,73060,88520,114900,106660,125160,86020,96640,90480,104780,103920,112280,78600,86680,103720,93120,89520,92220,101880,99180,97180,87160,90820,82800,88080,94440,81840,88160,100380,89980,96500,99260,86980,110020,82020,105780,105120,111880,103040,97460,119340,109380,106220,108600,101600,130780,125060,125240,94200,156980,157820,150200,86380,105600,91080,123680,80420,132260,107980,85320,103860,108600,124420,94120,104880,91020,110840,112600,109300,139500,110620,117940,99720,116440,110680,86420,111580,124120,122960,109980,87720,102200,96940,99240,105960,123880,117120,124580,105500,101680,95580,104260,113420,91540,102740,131260,115260,126040,170860,131360,139680,176640,203920,166440,106700,93220,121400,127140,105040,136860,107160,129600,93180,125080,115440,102640,132340,109800,91760,93260,133740,98012,93260
319,291940,328940,287540,310360,283740,409300,279460,246980,347340,248560,356560,291320,328460,307440,344860,309680,259620,356880,246380,278800,275920,264240,349820,333120,240200,314100,318540,299120,259080,334060,250640,357220,303740,280400,279220,310520,320180,266500,316000,373200,307320,265660,309960,262540,377120,328520,458040,295860,388380,369600,466160,368920,333340,359300,258600,283300,342640,465080,361360,341880,293580,349840,387500,342520,313360,291280,353800,296300,391000,328360,356600,301940,371720,377700,361100,320580,328940,320280,377240,334540,319580,301700,374920,276760,378680,298780,298540,375880,367940,340840,288760,370160,357600,285800,342000,326280,309980,377380,532460,427660,340200,486660,603500,408340,275800,297140,361500,371700,339100,432420,312740,408620,366840,326220,388600,378220,368940,360820,393800,330080,307380,314448,305400
320,182300,152420,183920,160520,170500,172820,204820,187560,157860,182760,197600,185680,147140,207820,158740,157800,179300,160300,197340,190200,203860,184440,211660,147480,142300,206120,150700,194840,209880,163820,171580,177800,151040,189480,225220,170500,187260,205700,166800,170820,181520,166300,188220,195460,188000,189420,253860,194320,200460,258480,282940,234140,176700,215080,191400,205240,183840,245880,211160,194740,233320,210820,240220,175600,184260,195560,220360,205180,163420,186080,204260,185480,182860,201380,195980,163040,192140,186960,199000,177140,216940,163740,191780,205360,233220,217520,254420,172800,216680,211960,242900,221380,235840,256000,246960,198900,183660,281120,263200,244840,200400,345060,282580,299160,215820,207060,196900,255080,206820,207800,207220,215740,213740,248540,196960,221500,246800,173000,175160,183000,245880,174208,175915
321,93520,96780,117700,108920,107080,135760,105660,122860,95780,102020,131860,132440,108880,126720,112960,122180,124540,115980,91800,120460,122760,123960,142360,101800,123240,101100,117160,132720,124720,107280,113220,115060,117720,140760,102160,133800,107300,100340,109300,142600,125780,126720,101180,110820,116400,150000,159140,122600,142340,194860,179640,163180,117460,123620,126720,146780,120020,131500,129480,125300,131000,102000,104720,112760,100500,105020,111620,114340,126500,118580,109120,129240,139860,118520,157960,132840,121800,123720,137280,124080,122460,142200,126660,146560,125300,114100,151160,142160,136340,119100,117040,119480,109380,130240,119740,118920,130480,133880,154420,152020,136160,161540,196620,136180,132460,111380,125320,155020,122440,191980,129840,109700,148060,132440,146000,148420,122480,136220,136020,151420,127520,114196,121600
322,246540,204740,204580,312560,284940,329500,282500,272800,275920,237080,237080,219940,272760,303800,255360,291080,287980,340380,262980,280140,228520,244940,248920,223660,197240,251060,252760,286720,268320,222460,243180,268800,297760,226260,226900,311280,312140,282920,229120,249960,284560,281100,301120,246260,311340,322340,337360,248120,258920,326240,432840,293560,215220,269400,295900,341100,242400,353780,289840,275580,299000,243000,315700,316500,246260,319640,339500,271240,235160,288380,314780,323460,331340,298740,241840,303400,280140,253740,237880,265600,285180,260660,252760,292140,262060,344620,248180,257460,337860,332920,314420,350640,284020,269660,335140,299280,290760,354620,482920,304700,355220,471820,452860,402520,268420,279000,291160,266920,340780,386580,359300,286760,271080,337640,262600,383680,337820,355280,319000,341640,360860,248556,284555
323,307060,301620,342140,341400,370820,410540,289600,371040,342360,362580,283400,312620,332600,307000,293480,341520,294620,374380,274480,379900,333060,346060,326780,264640,293480,287300,374780,327360,269340,359480,353100,402400,300220,351520,394160,375300,294940,319080,332540,361720,388300,307100,428180,406920,327900,422480,497840,360040,406940,536840,598100,411220,389020,282580,325080,330060,318880,421100,385200,417860,372200,303140,347660,363540,418980,334020,305480,377380,424180,454440,368720,347860,399480,318820,415680,347400,397120,320420,317640,422320,353500,361360,391340,395980,385900,369360,378820,315740,449000,434820,384740,345320,418500,467140,339020,396820,408080,405560,500400,409520,404640,529140,516000,497580,422920,304800,345000,402180,424660,554380,370220,362940,431620,382440,338040,473880,421060,447220,441220,413540,466260,326712,309155
324,226440,245900,212260,251160,238760,237400,212300,260180,204700,204140,250020,280720,230140,225740,201000,196560,215180,255980,196460,275820,189940,226600,213460,198960,228220,312460,242640,223260,255580,247560,236120,273740,248340,298060,246500,212220,279480,257520,303880,243560,304380,284080,313360,315640,305740,281400,299940,287800,336660,398360,440200,305240,283860,272560,232060,318060,292480,319440,302120,227200,303240,310300,275820,283680,317320,236180,265180,231380,286160,320020,281760,293520,217460,268400,229260,250640,210040,318300,290740,216940,236860,218160,251780,214000,303440,282620,236900,303800,249120,230840,255920,258700,314160,261220,280460,270220,262060,276100,300520,259920,288460,391080,479280,364000,241880,224940,292360,270600,308480,324380,221600,296540,321280,266120,327560,274720,248020,271060,228220,304360,311420,233944,209620
325,171000,162320,123080,154000,142520,203380,153640,132660,136780,169540,198340,166560,180780,161800,187100,197060,149440,176260,150840,164360,173060,183220,141220,139900,170620,150920,182680,135160,186800,160060,143460,167960,141260,205000,177120,152460,184400,198760,192720,189620,202180,181020,204720,175200,214400,184980,269100,186860,189960,228600,305780,244760,154120,144600,136100,197180,183240,215180,202080,194840,189960,203880,197900,221460,148080,175780,167720,164520,152980,202660,144340,215960,173080,162460,204280,172720,154600,199280,170720,177380,173000,184660,159340,184660,194960,211180,205300,204180,184920,212860,168520,209440,171220,180940,222260,207840,227320,257940,295100,236620,181180,276840,318620,211280,152200,158720,149240,199920,188840,250880,201640,228900,174600,179180,184080,240160,175600,166380,173320,175280,199900,170400,173850
326,182260,176180,155560,221700,192760,267260,216580,194700,157580,168300,182220,187060,169100,180120,221220,173740,161520,263280,193700,222420,231500,204280,239780,192040,180160,239860,221080,190760,186980,165960,179020,220000,177840,206300,200200,243260,219800,181780,191640,173840,186940,255840,231180,208420,244940,236400,285600,203020,260120,310320,267580,279640,189500,203420,198520,195020,181660,212800,236580,198440,220740,209160,223520,247500,235760,193740,197000,171060,219300,274200,208100,234420,241620,200940,257340,171160,206360,221000,211140,192480,176760,202960,227120,230280,236720,248400,242040,196040,192520,217180,258460,247740,195100,233600,202300,206220,266960,244940,249260,219600,206660,271640,358900,318740,241720,173740,207800,254400,227440,254340,185540,241440,194080,210440,236760,252060,248620,198700,246520,242740,258100,172852,184150
327,353200,277480,311640,371320,366360,355460,331760,335260,357980,377840,311180,379940,359860,353580,273280,333500,332500,426680,379920,376480,260220,301640,357720,288100,266560,308360,276240,267100,323920,295120,318320,327160,300000,345320,325420,394740,313400,409860,401460,362620,410860,328620,382980,315320,379400,329720,454400,399840,395280,410040,627660,462660,304780,330920,382420,374540,300920,427660,339640,290520,388840,340680,338340,427140,381540,315360,397900,350240,433540,450020,315480,389000,306640,335440,325000,308180,385040,314760,291480,395520,397540,389720,435100,441820,301260,429480,337740,402740,399120,431660,451540,417820,361460,430600,320180,412900,421600,371740,613540,435380,509440,501220,638420,391740,405280,331860,381240,321340,406300,483280,383340,407020,316880,451260,364840,363140,366160,325940,338500,343260,466420,357360,323215
328,206580,192020,176220,203460,203320,244500,204300,217800,199820,227340,204780,263520,231460,183660,183520,196020,243900,274760,210680,223100,192160,254620,271780,211660,223160,278520,187900,219500,255600,195140,254360,251820,251720,189880,204120,251760,197940,268400,193080,196620,256680,205780,275000,233180,282980,255840,287640,265280,235800,298220,385780,271620,181140,196140,177240,286580,259940,334940,241220,281740,255300,223740,227360,233140,224380,260180,234500,233380,284480,217480,281720,248040,252600,197200,235060,239040,184260,212840,232540,287380,270680,193320,211980,255840,282580,297140,226500,277160,213800,301220,266620,262060,298560,272800,298600,281360,219680,253640,369720,294140,253480,323860,400720,291140,274800,203200,277780,264700,211600,315600,232560,301140,222140,230900,287760,286580,214420,226180,257720,236920,246240,225384,201775
329,268760,301260,328380,367020,328500,383280,357200,394180,360620,358300,407600,302520,267480,374880,394420,351620,401540,408260,306620,316020,369840,343020,292440,332240,297820,387240,343500,299660,389460,284480,289500,334820,301560,352120,389960,413520,382540,411720,355640,422240,367620,337220,310120,438740,318400,388600,446780,334400,392800,595920,606100,421040,391200,411400,367220,417160,280720,510500,389380,397120,354720,413540,388980,384580,365740,338120,310720,340380,312720,361720,332780,438480,399660,402460,417420,325080,322100,343260,418640,373720,342780,434420,303520,431300,377480,330260,338480,437900,446520,390060,380700,373340,425580,363200,379840,413800,456340,521820,631540,408280,460100,522540,532280,445160,302000,426280,357540,462460,391640,444220,426400,374640,416820,436000,373040,419460,418100,382000,417180,372540,415000,339304,380615
330,146340,160700,152360,158820,145700,202560,137280,161320,189940,180000,171800,155500,174100,188080,140280,170740,149500,199540,131960,185780,152740,139360,209740,165820,145320,181560,156620,165460,133920,186380,188520,147000,185920,190260,164000,206500,156140,170120,147240,177400,154880,220200,218100,150040,198040,212020,279440,175360,172660,259380,294620,231940,140920,191960,160040,169180,146520,233820,192800,170520,190460,200240,182160,221520,198000,208820,157800,213100,207940,166240,188520,216580,207180,191960,164040,168660,168200,178880,193720,164680,184820,193860,225460,199480,226120,178680,237440,166300,225300,186460,215360,197920,168420,235440,177580,207740,208840,216960,240200,198640,192720,298440,293520,263820,159100,189320,170260,226200,174480,199580,205580,196880,168880,167980,172760,206940,184500,229980,167200,233680,213500,174268,162150
331,340200,297420,292200,344720,270340,341300,293140,255640,272720,354960,277560,348280,264020,268480,307640,301460,327940,320660,287780,286040,299300,354220,344880,346940,347340,361720,282580,290280,344000,307940,347920,305980,338700,286740,404960,273280,385680,311800,390680,385740,406460,344660,380240,293120,428860,368280,390780,368080,343040,542420,441580,412100,262460,328540,305560,388120,318520,460280,305620,300000,386500,314400,304060,383820,371060,364080,366880,296060,380960,441200,353980,375700,350880,289500,413400,369540,338360,368760,347360,404100,381260,360280,308120,374300,383940,348200,322900,343680,352600,363700,405700,404200,374420,410760,365640,313100,376760,348960,499720,331160,374880,583420,619860,527740,360600,366660,331300,362300,425840,439120,443340,336200,390400,355280,468720,334600,317020,425820,435380,437940,375580,303508,301380
332,163760,175960,168980,217800,194120,203640,216500,213080,204100,190220,203620,202500,216100,217500,203800,226840,189080,222200,204380,216260,192060,167680,234920,154400,172720,182680,195840,159760,154580,218900,181620,207960,190660,167020,177240,170260,223580,194580,250760,184580,249880,184760,243660,232080,217180,269900,278120,244820,215680,321600,297700,228940,187100,166800,184020,248400,174360,296640,196580,223920,246700,211740,177860,263660,250480,240340,240880,181440,177700,207000,210880,216380,180880,246020,193360,186180,174840,192860,197400,247540,236660,196400,251020,184440,231180,184600,218840,262580,184980,217040,218260,196900,191540,219360,209060,213360,202620,281540,250740,230560,301640,318180,305540,262460,229860,219380,213600,207960,251020,239380,195840,195300,228840,241760,202540,267860,239420,275720,204280,267700,213420,203308,209305
333,278560,260520,280180,318440,359240,369880,296740,362140,313500,355240,287100,306620,308600,365440,319880,342500,340200,412820,296220,336060,336700,365380,359100,296140,379220,418620,327480,347840,317800,299220,343940,363920,364660,393520,298160,351080,308040,376540,388000,384020,376160,295380,432120,420160,387680,481480,409960,441060,350900,584440,524900,431460,384880,417420,378100,330020,374620,371820,436120,397320,320000,414080,381720,326120,360000,393760,339720,311260,294800,324380,390260,312860,286720,341340,343620,344180,297060,442120,390760,311060,355080,413900,312760,299600,327120,449720,330280,328720,378780,384740,411040,455520,351260,387260,458740,406800,475360,438360,490860,401460,346940,461180,525520,493280,313780,339380,369060,415260,399340,425360,310140,419720,431980,371860,366460,413920,373960,341640,397720,376560,317860,314212,342005
